observation,price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
8179,258000,3,2.5,2,0,0,3,8,0,1994,0,47.2621,-122.308,1780,6930
8180,600000,3,2.25,1,0,0,5,8,0,1962,0,47.5015,-122.108,2340,98445
8181,665000,3,1,1.5,0,2,4,7,0,1937,0,47.5442,-122.396,2500,12320
8182,165000,3,1.5,1,0,0,5,6,0,1959,0,47.4971,-122.168,1320,8892
8183,297000,5,2.5,2,0,0,4,7,0,1994,0,47.1944,-122.013,1970,8460
8184,350000,2,1,1,0,0,4,7,0,1942,0,47.5259,-122.379,1220,5100
8185,2.45E+06,4,4.5,2,0,2,3,11,1780,2008,0,47.5722,-122.236,3640,11490
8186,180000,2,1,1,0,0,3,6,0,1958,0,47.4563,-122.184,1090,9450
8187,339950,3,1.75,1,0,0,4,6,610,1981,0,47.5102,-122.324,1770,11770
8188,365000,3,1,1,0,0,3,7,0,1952,0,47.5118,-122.377,1030,4700
8189,955000,4,4.25,2,0,0,3,10,1560,2001,0,47.7064,-121.981,3620,207141
8190,732000,3,2.5,2,0,4,3,9,920,2004,0,47.6735,-122.405,2640,5250
8191,500000,3,1.75,1,0,0,5,6,770,1947,0,47.5763,-122.222,2020,10800
8192,610000,6,2.75,1,0,2,4,7,940,1961,0,47.616,-122.115,2230,8560
8193,525000,3,2,1,0,0,3,8,0,2004,0,47.7041,-122.288,1510,7800
8194,170000,4,1,1,0,0,4,7,700,1966,0,47.4502,-122.277,1490,11200
8195,300000,3,2.5,2,0,0,3,7,0,2005,0,47.3992,-122.163,2190,4029
8196,389500,5,3.5,2,0,0,3,9,1020,1986,0,47.3134,-122.35,2210,10952
8197,330000,3,1.5,1,0,0,4,7,0,1955,0,47.4531,-122.344,1990,11084
8198,269950,3,2.25,2,0,0,3,7,0,1988,0,47.3764,-122.117,1640,7194
8199,107000,2,1,1,0,0,4,6,0,1948,0,47.5243,-122.358,1480,4720
8200,249000,3,1,2,0,2,3,8,0,2005,0,47.3755,-122.278,1800,9000
8201,442500,4,2,1.5,0,0,5,7,0,1935,0,47.7148,-122.301,1630,6216
8202,579000,3,2.5,2,0,3,3,9,0,2002,0,47.3401,-121.946,2110,94663
8203,621500,3,1.75,2,0,0,3,8,0,1984,0,47.596,-122.08,2990,39634
8204,203000,3,1.5,1,0,0,3,7,290,1958,0,47.4167,-122.322,1400,7500
8205,222900,2,1,1,0,0,5,5,0,1942,0,47.4979,-122.183,900,6000
8206,453000,2,1.5,1.5,0,0,3,7,0,1991,0,47.3836,-122.006,1610,27600
8207,190000,1,0.75,1,0,0,3,6,0,1941,0,47.4837,-122.236,2000,18321
8208,320000,4,1.75,1,0,0,5,7,670,1962,0,47.4567,-122.171,1610,8462
8209,733500,3,1.5,1.5,0,0,3,8,0,1904,0,47.606,-122.307,1960,5120
8210,555000,4,2.25,2,0,0,3,9,0,1994,0,47.4725,-122.136,3330,21796
8211,364950,3,2.25,2,0,0,3,7,670,2003,0,47.3522,-122.042,2260,6967
8212,490000,3,1.75,1,0,0,3,7,400,1989,0,47.6954,-122.174,1690,8772
8213,688000,5,1.75,1,0,1,3,8,900,1957,0,47.7108,-122.279,2580,10078
8214,165000,2,1,1,0,0,3,6,0,1942,0,47.515,-122.359,840,7424
8215,506000,5,3.75,2,0,0,4,7,0,2004,0,47.4811,-122.179,2160,4651
8216,2.19E+06,3,2.25,2,0,0,3,10,590,1905,2004,47.6187,-122.284,3450,8558
8217,754000,5,1.75,1,0,0,4,8,840,1968,0,47.6225,-122.107,2220,8400
8218,949950,5,2.5,2,1,4,3,8,0,1959,0,47.5193,-122.257,2200,3230
8219,443600,3,2.5,3,0,0,3,8,0,2003,0,47.684,-122.388,1310,2135
8220,380600,3,2.5,2,0,0,3,7,0,1998,0,47.7256,-121.97,1920,11859
8221,722800,3,3.25,2,0,0,3,10,700,1985,0,47.6341,-122.044,3220,12672
8222,342888,2,1,1,0,0,4,6,0,1948,0,47.5528,-122.272,1460,5150
8223,555000,4,1.75,1,0,2,3,8,1000,1957,0,47.6879,-122.298,2060,6000
8224,613000,3,2.5,2,0,0,3,7,0,1991,0,47.6099,-122.293,1900,4000
8225,480000,3,2,1,0,0,4,8,0,1956,0,47.726,-122.316,1480,9780
8226,619500,6,1.5,1.5,0,0,2,7,0,1911,0,47.6798,-122.206,1890,5500
8227,437000,4,2.5,1,0,0,3,8,600,1980,0,47.6796,-122.115,1720,9600
8228,621000,4,2.5,1,0,0,4,8,0,1959,0,47.5518,-122.184,2130,10008
8229,810000,4,1.75,1.5,0,0,4,8,0,1906,0,47.675,-122.331,1760,6120
8230,415000,3,2.25,1,0,0,3,7,600,1964,0,47.7538,-122.312,1300,8880
8231,250000,4,1,1,0,0,3,6,360,1918,0,47.5328,-122.379,1620,7436
8232,585000,3,1.5,1,0,1,3,8,970,1968,0,47.5373,-122.395,2120,7200
8233,220000,3,1,1.5,0,0,3,7,0,1946,0,47.7529,-122.324,1470,8410
8234,580000,5,2.5,1,0,0,3,7,1100,1963,0,47.5915,-122.132,2820,11900
8235,1.32E+06,3,2.75,1,0,0,5,9,860,1964,0,47.6304,-122.234,3060,19837
8236,675000,4,2.5,1,0,0,5,8,430,1968,0,47.636,-122.097,1730,9225
8237,695000,4,2.75,2,0,0,3,9,0,2002,0,47.5993,-121.977,2820,7388
8238,915000,5,2.75,1,0,0,4,7,850,1954,0,47.6226,-122.205,2040,7717
8239,375000,3,1,1,0,0,4,7,0,1947,0,47.7142,-122.319,1000,6947
8240,500000,3,1.5,2,0,0,3,8,190,2008,0,47.5773,-122.409,1330,1264
8241,335000,2,2,1,0,0,3,7,0,2004,0,47.3543,-122.022,2140,4890
8242,170000,2,1,1.5,0,0,5,6,0,1912,0,47.3096,-122.241,1520,21750
8243,320900,5,2.5,1,0,0,4,7,800,1971,0,47.3073,-122.006,1360,8855
8244,508000,3,1.75,1,0,0,3,8,360,1978,0,47.6623,-122.141,2210,8436
8245,228950,3,1.75,1,0,0,4,7,0,1968,0,47.2795,-122.353,1200,9085
8246,433000,4,2,1.5,0,0,4,6,760,1929,0,47.5297,-122.349,1170,5950
8247,267500,2,1,1,0,0,5,6,0,1951,0,47.5201,-122.372,1010,5000
8248,910000,4,1.5,2,0,4,3,8,800,1939,0,47.5682,-122.274,2550,8400
8249,370000,3,1.75,1,0,0,3,7,0,1984,0,47.7598,-122.146,1770,11839
8250,320000,2,1,1.5,0,0,3,6,0,1911,0,47.5642,-122.378,1190,5750
8251,660000,3,1.75,1,0,1,4,8,0,1956,0,47.6995,-122.383,2060,5200
8252,787888,4,2.25,2,0,0,4,9,0,1977,0,47.5566,-122.219,2690,10165
8253,329000,4,2.5,2,0,0,3,9,0,2005,0,47.3509,-122.165,2610,6490
8254,602000,2,1,1,0,0,4,7,500,1941,0,47.6716,-122.279,1950,6398
8255,375000,3,2,1,0,0,3,7,0,1959,0,47.7425,-122.241,1340,9750
8256,212000,1,1,1,0,0,3,6,0,1926,0,47.4697,-122.349,1160,7620
8257,224000,3,1.5,1,0,0,3,7,0,1977,0,47.5418,-122.275,1440,8370
8258,315500,3,2,1,0,0,3,7,0,1986,0,47.7341,-121.976,1130,10087
8259,350000,2,1,1,0,0,3,7,0,1902,0,47.6261,-122.324,2030,2880
8260,389000,6,4.5,2,0,0,3,7,0,1989,0,47.3244,-122.217,1710,11116
8261,285000,3,1.75,1,0,0,4,7,0,1962,0,47.4709,-122.26,1840,13104
8262,425000,3,1.75,1,0,0,5,8,0,1958,0,47.7655,-122.336,1660,9800
8263,190000,3,1.75,1,0,0,4,7,0,1980,0,47.3696,-122.17,1830,7210
8264,374000,3,1.75,1,0,0,3,7,0,1971,0,47.5491,-122.046,1600,34326
8265,292000,2,1,1,0,0,3,6,0,1904,0,47.5573,-122.289,1080,5500
8266,475000,5,1.75,1.5,0,0,5,7,700,1911,0,47.6915,-122.345,1130,5100
8267,546500,3,2.5,1,0,0,3,7,590,1985,0,47.6786,-122.371,1410,4013
8268,82000,3,1,1,0,0,3,6,0,1954,0,47.4987,-122.341,1140,11250
8269,219900,3,1,1,0,0,3,6,0,1954,0,47.4987,-122.341,1140,11250
8270,440000,3,1,1.5,0,0,4,7,0,1910,0,47.5403,-122.391,1160,5000
8271,400000,3,2.5,2,1,4,3,7,540,1919,1983,47.3338,-122.511,1200,192268
8272,453000,3,1.75,1,0,0,3,7,0,1955,0,47.5619,-122.183,2140,18364
8273,330000,6,3.25,1,0,0,4,7,1060,1983,0,47.5508,-122.355,1380,6986
8274,359950,3,2.75,2,0,0,3,8,0,1991,0,47.3209,-122.185,2260,7438
8275,616000,4,2.5,2,0,0,3,9,0,1983,0,47.6161,-122.021,2440,12929
8276,245000,2,1,1,0,0,5,6,0,1960,0,47.5918,-122.295,1220,1740
8277,296000,2,2,3,0,0,3,7,0,1997,0,47.7224,-122.291,1430,2040
8278,193000,2,1,1,0,0,3,6,0,1924,0,47.5219,-122.361,1000,8280
8279,456000,3,2,1.5,0,0,5,7,810,1927,0,47.6964,-122.365,1640,6174
8280,480000,4,1.75,1,0,0,4,7,860,1956,0,47.708,-122.337,1520,9250
8281,382000,3,3.25,3,0,0,3,8,0,2005,0,47.6981,-122.34,1410,1253
8282,650000,2,1,1,0,0,3,7,170,1904,0,47.6172,-122.298,1620,1809
8283,431750,2,2,1,0,0,3,8,0,1957,0,47.7262,-122.316,1400,8785
8284,419900,3,2.5,2,0,0,3,8,310,1997,0,47.691,-122.176,1920,14550
8285,315000,3,2,1,0,0,3,8,0,1995,0,47.2843,-122.357,1790,8028
8286,597500,4,3,1,0,0,3,9,380,1979,0,47.7112,-122.099,2730,34525
8287,615000,3,2.5,1,0,0,4,8,1050,1978,0,47.7631,-122.093,2890,35915
8288,605000,4,3.25,2,0,0,4,8,0,1984,0,47.5174,-122.046,1910,16000
8289,220000,3,2.5,2,0,0,3,8,0,1990,0,47.2656,-122.217,2130,9933
8290,340000,4,2.5,1,0,0,3,8,1310,1960,0,47.4298,-122.29,1900,8750
8291,620000,4,2.5,2,0,0,3,9,0,2001,0,47.4575,-121.707,2530,45596
8292,602000,5,1.75,1.5,0,0,3,8,0,1973,0,47.6626,-122.141,2210,8549
8293,575000,3,1.75,1,0,0,4,7,400,1951,0,47.5368,-122.265,2150,11750
8294,285000,3,2.5,1,0,0,4,8,730,1987,0,47.3537,-122.303,1750,8595
8295,306500,3,1.5,1,0,0,4,7,0,1965,0,47.5004,-122.162,1430,7700
8296,325000,3,2.5,2,0,0,3,7,0,2002,0,47.4831,-122.183,2160,3480
8297,623000,3,2.75,1,0,0,3,8,940,1973,0,47.7339,-122.183,2390,10136
8298,256500,3,2,1,0,0,3,7,0,1993,0,47.3904,-122.164,1600,8463
8299,473000,5,3.5,2,0,0,3,10,600,2002,0,47.4065,-122.207,3650,6600
8300,549000,3,2.5,2,0,0,3,8,0,1985,0,47.7268,-122.105,2290,8187
8301,305000,3,1,1,0,0,3,6,0,1986,0,47.656,-121.913,1650,15144
8302,317000,4,2.5,2,0,0,3,9,0,1988,0,47.3337,-122.26,2490,8995
8303,450000,3,1.75,1,0,0,3,8,0,1963,0,47.7413,-122.259,2200,10450
8304,225000,2,2.5,1,0,0,3,5,780,1947,0,47.4749,-122.213,1010,4800
8305,500000,5,2,2.5,0,0,4,8,0,1956,0,47.7556,-122.356,2030,7902
8306,207000,2,1,1,0,0,5,6,0,1955,0,47.5298,-122.271,1240,6000
8307,474900,3,1,1.5,0,0,3,7,0,1948,0,47.5075,-122.378,1170,8308
8308,515000,3,2.5,2,0,0,3,8,0,1994,0,47.7372,-122.223,1970,7202
8309,542000,4,1,1.5,0,0,4,7,450,1922,0,47.6754,-122.294,1590,5000
8310,725000,4,2.75,1,0,0,3,8,890,1977,0,47.6218,-122.152,2620,13200
8311,314950,3,2.5,2,0,0,3,7,0,2003,0,47.3575,-122.016,1830,5175
8312,375000,3,2,1,0,0,4,6,0,1983,0,47.7587,-122.144,2090,9202
8313,500000,3,1.75,1,0,0,3,7,0,1989,0,47.654,-121.94,2280,200811
8314,689000,3,1.75,1,0,0,5,8,700,1978,0,47.559,-122.136,2410,9623
8315,525000,3,2.25,2,0,0,3,8,290,2006,0,47.637,-122.327,1300,1169
8316,360000,3,1.5,1,0,0,4,7,0,1968,0,47.5329,-122.271,1120,5379
8317,425000,3,1,1,0,0,4,6,0,1948,0,47.564,-122.398,1240,5750
8318,239950,2,1,1,0,0,3,7,0,1949,0,47.5179,-122.264,1270,5500
8319,577500,2,2.5,2,0,3,3,8,0,1915,1994,47.5953,-122.294,1760,4000
8320,615000,3,1.75,1,0,0,4,8,1000,1948,0,47.5274,-122.384,1860,5499
8321,516000,4,2.75,1,0,0,4,8,1040,1997,0,47.6086,-122.059,2210,10800
8322,1.22E+06,4,2.75,2,0,3,4,10,0,1986,0,47.5581,-122.156,3370,13300
8323,1.66E+06,4,3.5,2,0,3,3,10,780,1937,2009,47.6417,-122.411,2910,5350
8324,315000,2,1,1,0,0,4,6,0,1943,0,47.7505,-122.312,1120,9212
8325,250000,4,2,1,0,0,3,8,1190,1959,0,47.381,-122.299,2600,7200
8326,250000,4,1.5,1,0,0,3,6,0,1942,0,47.5292,-122.269,1410,3000
8327,925000,4,2.5,1,0,0,4,8,1000,1967,0,47.6495,-122.164,2760,43560
8328,358000,3,1,1,0,0,3,7,0,1955,0,47.7284,-122.336,1150,6800
8329,262000,3,2.5,2,0,0,3,8,0,1997,0,47.2621,-122.221,1720,6205
8330,500000,3,1.75,1,0,0,4,7,0,1964,0,47.6334,-122.12,1580,8213
8331,1.30E+06,5,1,1.5,0,0,3,8,0,1919,0,47.6542,-122.373,1910,2983
8332,500000,3,1.75,2,0,1,3,8,0,1984,0,47.6525,-122.087,2970,19036
8333,675000,3,2.25,2,0,0,3,9,0,1988,0,47.6909,-122.104,2320,8306
8334,235000,3,1,1,0,0,3,7,0,1955,0,47.5611,-122.28,1460,5400
8335,545000,3,1,1,0,0,3,7,0,1955,0,47.5611,-122.28,1460,5400
8336,350000,3,1,1,0,0,3,6,0,1981,0,47.6874,-122.168,1470,9360
8337,320000,2,2.25,2,0,0,3,8,0,2008,0,47.5394,-122.368,1420,1826
8338,452000,5,2.5,1,0,2,3,9,1913,1968,0,47.3391,-122.325,2860,13957
8339,875000,3,2,1.5,0,0,4,8,360,1922,0,47.6476,-122.32,2010,5040
8340,325000,3,1.5,2,0,0,3,7,0,1998,0,47.5873,-122.299,1310,2997
8341,756000,4,2.25,1,0,0,5,7,1080,1947,0,47.6442,-122.372,1850,5150
8342,319000,4,2.5,1,0,0,3,8,900,1978,0,47.3715,-122.285,2030,7992
8343,455000,3,1.75,1.5,0,0,3,7,140,1926,0,47.6803,-122.291,1280,3800
8344,330000,2,1,1,0,0,3,7,0,1953,0,47.5313,-122.351,1300,3880
8345,510000,4,3.25,1,0,0,3,8,640,1980,0,47.6883,-122.111,1980,8972
8346,532000,3,1,1,0,0,3,7,800,1964,0,47.5705,-122.384,1690,4800
8347,775000,3,2.5,2,0,0,3,8,520,2014,0,47.6974,-122.369,1650,7806
8348,410000,3,1.75,1,0,0,3,7,1080,1953,0,47.5721,-122.309,1260,3200
8349,205000,2,1.75,1,0,0,3,6,1160,1915,0,47.5211,-122.33,1440,5100
8350,585000,4,2.5,2,0,0,3,8,0,1999,0,47.7294,-122.358,1820,6772
8351,255000,2,1.75,1,0,0,3,8,0,1975,0,47.3161,-122.382,2370,8000
8352,415000,2,1,1,0,0,3,7,0,1904,0,47.6772,-122.369,1160,4000
8353,459000,4,2,1,0,0,5,6,1180,1925,0,47.5261,-122.376,1340,7200
8354,354000,3,1,1,0,0,3,7,0,1965,0,47.7254,-122.227,1410,11250
8355,587000,3,2.5,2,0,0,3,8,0,1995,0,47.6952,-122.187,2150,7172
8356,782000,4,3.5,2,0,0,3,10,1830,2004,0,47.4358,-122.085,2340,30904
8357,570000,3,1.5,1,0,0,4,7,0,1965,0,47.6889,-122.187,1300,9129
8358,414500,3,1,1,0,0,3,7,210,1941,0,47.6988,-122.316,1180,6003
8359,185000,4,1,1,0,0,3,7,190,1928,0,47.4871,-122.281,1380,8292
8360,262500,3,1.5,1,0,0,4,7,0,1961,0,47.2025,-121.999,1410,7729
8361,370000,4,2.75,1,0,0,4,9,900,1965,0,47.3382,-122.196,2210,32391
8362,362500,3,1,1,0,0,3,7,0,1954,0,47.7162,-122.324,1360,7219
8363,536000,3,2.5,2,0,0,3,9,0,1993,0,47.7703,-122.165,2210,7397
8364,425000,5,2,1.5,0,0,3,7,930,1921,0,47.5031,-122.348,1170,7676
8365,435000,3,2.25,1,0,0,4,7,660,1973,0,47.7156,-122.317,1970,8101
8366,435000,5,2,1,0,0,4,7,300,1942,1958,47.7308,-122.34,1200,5250
8367,400000,2,1,1,0,0,3,7,460,1942,0,47.5299,-122.387,1850,4886
8368,446000,2,1.5,2,0,0,3,8,290,2008,0,47.6039,-122.307,1560,2081
8369,1.25E+06,3,2.5,1,0,0,3,10,0,1959,0,47.6718,-122.256,3130,13566
8370,300000,3,2.25,2,0,0,3,7,0,1991,0,47.3484,-122.037,1570,6000
8371,404500,2,1,1,0,0,3,7,0,1938,0,47.6978,-122.314,1560,5110
8372,910000,4,2.5,2,0,0,4,9,0,1986,0,47.7285,-122.112,3750,49222
8373,771000,3,2.25,1.5,0,0,4,9,390,1927,0,47.6025,-122.286,1960,5568
8374,335000,4,2.5,2,0,0,3,8,0,2009,0,47.2649,-122.292,2583,4796
8375,390000,3,1.75,1,0,0,3,7,0,1965,0,47.4991,-121.774,1160,14175
8376,288000,3,2.25,1,0,0,4,7,0,1963,0,47.3191,-122.213,1510,9706
8377,403000,3,1.75,1,0,0,3,7,0,1956,0,47.6647,-122.177,1270,10790
8378,510000,3,2.25,3,0,0,3,8,0,2006,0,47.6534,-122.346,1500,1282
8379,751000,6,3,2,0,0,3,7,0,1980,0,47.5873,-122.299,1640,4000
8380,408000,3,1,1,0,4,3,7,0,1950,0,47.5169,-122.255,1780,8295
8381,1.01E+06,3,1,1.5,0,0,5,6,140,1920,0,47.6169,-122.212,2190,11262
8382,575000,3,2,1,0,0,4,7,0,1956,0,47.5875,-122.134,1470,9030
8383,330000,3,1.75,1,0,0,3,7,0,1951,2004,47.5016,-122.348,1300,8175
8384,565000,3,2.25,3,0,0,3,8,0,2013,0,47.674,-122.377,1550,4750
8385,456000,3,2.5,2,0,0,3,8,0,1999,0,47.6018,-122.021,1820,2936
8386,652500,4,2.5,2,0,0,3,9,0,1990,0,47.5771,-121.994,2500,9122
8387,582000,3,1.75,2,0,0,5,8,0,1949,1990,47.5271,-122.384,2030,5499
8388,700000,4,2.5,2,0,0,3,9,0,2004,0,47.5997,-121.973,2910,5000
8389,235000,2,1,1.5,0,0,3,6,0,1917,0,47.5365,-122.378,1760,9100
8390,460000,3,1.75,1,0,0,4,7,0,1977,0,47.5926,-122.047,2540,23522
8391,475000,3,2.25,1,0,0,3,8,580,1981,0,47.7206,-122.11,2030,8750
8392,579000,2,2,1,0,0,3,8,0,2003,0,47.7108,-122.031,1670,5200
8393,507000,4,2,1.5,0,0,3,7,0,1945,2011,47.6736,-122.39,1960,2746
8394,210000,3,2.5,2,0,0,3,7,320,2004,0,47.5165,-122.268,1540,5110
8395,359500,4,2.75,2,0,0,3,8,0,1993,0,47.3537,-122.274,1920,11337
8396,248000,3,1.75,1,0,0,3,7,0,1987,0,47.3304,-122.277,1330,7500
8397,239300,3,1,1,0,0,3,7,0,1952,0,47.5071,-122.255,1420,6500
8398,315000,3,2.25,3,0,0,3,8,0,2009,0,47.7326,-122.343,1370,1125
8399,970000,4,3,2,0,0,4,9,0,1976,0,47.6381,-122.166,3000,13209
8400,510000,3,1.5,1,0,1,3,8,730,1954,0,47.5282,-122.391,1620,6240
8401,418000,4,1.5,1,0,0,3,7,550,1956,0,47.6005,-122.129,1730,8539
8402,699000,4,2.5,2,0,0,3,9,0,1996,0,47.6711,-122.012,3200,26960
8403,871000,4,2.5,1,0,3,4,8,750,1967,0,47.5663,-122.163,2800,9500
8404,515000,3,1.75,1,0,1,4,7,370,1967,0,47.6069,-122.112,2600,23564
8405,400000,3,1,1,0,0,3,7,0,1952,0,47.4434,-122.347,2250,20023
8406,445000,3,1.75,1,0,0,4,7,300,1954,0,47.7026,-122.29,1600,7800
8407,1.11E+06,4,2.75,1,0,2,3,9,1290,1956,0,47.6339,-122.396,2380,5000
8408,212000,3,1.5,1,0,0,3,7,480,1976,0,47.3857,-122.079,1450,9647
8409,710000,4,2.5,2,0,0,3,9,0,1980,0,47.5547,-122.154,2690,9940
8410,225800,4,1,1,0,0,4,7,220,1907,0,47.3858,-122.227,1150,7110
8411,520000,3,1.75,1,0,2,3,8,730,1983,0,47.7697,-122.274,2000,14000
8412,1.30E+06,5,3.75,1,0,1,4,10,1550,1968,0,47.5479,-122.212,3410,15682
8413,248000,4,2,1,0,0,3,7,1040,1950,0,47.4918,-122.258,2010,11625
8414,556000,4,2.5,1,0,0,4,7,1010,1957,0,47.589,-122.156,1920,7200
8415,319950,5,1.75,1,0,0,3,7,640,1958,0,47.506,-122.365,1030,10360
8416,320000,4,2.75,1,0,0,3,7,640,1984,0,47.5625,-122.283,1150,4545
8417,245000,3,2.5,2,0,0,4,7,0,1992,0,47.4034,-122.187,1720,3605
8418,700000,3,2.5,2,0,0,3,10,0,1987,0,47.7376,-122.102,3340,35671
8419,628000,5,2.75,2,0,0,3,8,0,2015,0,47.7348,-122.34,1600,8160
8420,640000,3,2,1,0,0,3,7,0,1948,0,47.651,-122.369,1740,5640
8421,420000,4,1.75,1,0,0,4,7,380,1942,0,47.5266,-122.379,1260,4693
8422,349950,3,2.5,3,0,0,3,8,0,2002,0,47.6982,-122.349,1430,1560
8423,307999,4,2.75,2,0,0,3,8,0,1996,0,47.2091,-122.009,2420,8580
8424,749950,4,2.75,2,0,0,5,8,640,1949,0,47.5656,-122.4,1990,6050
8425,290000,2,1,1,0,0,4,6,0,1919,0,47.7048,-122.347,1040,3844
8426,235000,3,1.75,1,0,0,4,7,0,1962,0,47.2931,-122.188,1420,7920
8427,225000,3,1,1,0,0,3,6,0,1937,1964,47.508,-122.337,830,6120
8428,302100,3,1,1,0,0,3,6,0,1937,1964,47.508,-122.337,830,6120
8429,520000,2,1,1,0,0,3,7,450,1939,0,47.697,-122.313,1380,6380
8430,285000,2,1,1,0,0,3,7,0,1975,0,47.7651,-122.291,1890,9248
8431,525000,3,2,1,0,0,3,8,0,1981,0,47.6301,-122.037,1640,16345
8432,374900,5,2.75,1,0,0,3,8,1440,1982,0,47.3641,-122.278,2310,8500
8433,377500,3,2,1,0,0,3,7,240,1926,1955,47.7329,-122.308,1300,7208
8434,587450,3,2.25,1.5,0,1,4,8,0,1927,0,47.7303,-122.287,1910,8145
8435,245000,3,2.25,1,0,0,3,7,460,1979,0,47.2715,-122.338,2140,13636
8436,200000,3,2,1,0,0,3,7,0,1994,0,47.3175,-122.17,1580,6798
8437,2.14E+06,4,3.75,2,0,3,3,11,790,1997,0,47.6795,-121.991,2500,215186
8438,607000,3,2.5,2,0,0,3,9,0,1991,0,47.7439,-122.17,2820,11013
8439,1.25E+06,1,1.25,1.5,1,4,4,8,580,1967,0,47.5814,-122.081,2280,5070
8440,549950,4,2.5,1,0,0,4,7,1050,1981,0,47.6305,-122.034,1470,13458
8441,250000,3,3,1,0,0,3,7,0,1960,0,47.5102,-122.18,1570,8116
8442,525000,3,2.5,2,0,0,4,8,0,1991,0,47.5718,-121.999,2000,6140
8443,440000,3,1.75,1,0,2,4,8,520,1957,0,47.4436,-122.339,2310,10200
8444,425000,3,2.75,1.5,1,3,3,8,480,1918,1962,47.3351,-122.362,2630,42126
8445,739900,5,2.5,2,0,0,3,8,0,2004,0,47.5773,-122.056,2990,6441
8446,315000,3,2,1,0,0,3,7,400,1993,0,47.5374,-122.27,1300,3731
8447,340000,5,1,1.5,0,0,3,6,520,1917,0,47.566,-122.37,1420,2550
8448,366000,4,2.75,2,0,0,3,7,0,1995,0,47.3814,-122.024,1670,7734
8449,315000,3,1.75,1,0,0,3,7,750,1952,0,47.7201,-122.35,1340,7250
8450,299000,3,1.5,1,0,0,4,7,0,1959,0,47.5164,-122.189,1520,9146
8451,350000,2,1,1,0,0,3,7,0,1950,0,47.7518,-122.279,1800,7400
8452,340000,2,1.75,1,0,0,3,7,340,2003,0,47.6515,-122.4,1500,2499
8453,460000,3,1.75,1,0,0,4,7,0,1962,0,47.6707,-122.174,1840,8580
8454,224000,3,1.5,1,0,0,3,7,0,1957,0,47.2872,-122.212,1370,10588
8455,140000,2,1,1,0,0,2,6,0,1940,0,47.5287,-122.281,1350,6405
8456,246000,4,2,1.5,0,0,5,6,0,1930,0,47.4625,-122.345,1400,7632
8457,330000,3,2.5,2,0,0,3,7,0,1995,0,47.7278,-121.963,1890,14040
8458,306000,3,1,1,0,0,3,7,440,1969,0,47.7311,-122.199,1500,6767
8459,324950,3,1,1,0,0,3,7,0,1949,0,47.7402,-122.323,1120,7440
8460,345000,2,1.5,1,0,0,5,7,560,1987,0,47.302,-122.123,2010,26337
8461,207000,3,1,1,0,0,4,7,0,1954,0,47.4901,-122.303,1490,9000
8462,238000,3,1,1.5,0,0,5,6,0,1953,0,47.4927,-122.169,1140,5700
8463,695000,3,2,2,0,3,3,10,0,2000,0,47.3743,-122.421,1970,14171
8464,649950,3,2.5,2,0,0,4,9,0,1979,0,47.5573,-122.136,2540,10507
8465,515000,3,2.75,1,0,0,3,7,700,1947,0,47.6693,-122.267,1960,8951
8466,452000,3,2.5,2,0,0,3,7,0,1998,0,47.6985,-122.349,1450,2136
8467,236000,4,2.5,2,0,0,3,7,0,2003,0,47.5072,-122.336,1270,4590
8468,1.29E+06,4,3.5,2,0,2,3,12,870,1998,0,47.5519,-122.106,4080,12114
8469,563000,3,2.75,1,0,0,4,8,840,1972,0,47.5952,-122.051,2210,15251
8470,410988,3,1.75,1,0,0,4,7,0,1967,0,47.7417,-122.093,1260,12635
8471,1.20E+06,4,2.5,2,0,0,4,11,0,1986,0,47.5382,-122.23,3070,12861
8472,340000,4,2.5,2,0,0,3,8,0,1992,0,47.4034,-122.167,2280,8616
8473,808100,4,3.25,1,0,0,5,9,0,1956,0,47.7174,-122.336,2120,7553
8474,236000,3,1.75,1,0,0,3,7,0,1998,0,47.3411,-122.219,1330,6144
8475,330000,4,1.75,1,0,0,4,8,0,1965,0,47.4654,-122.194,1840,8300
8476,799990,4,3.5,2,0,0,5,8,720,1910,1986,47.6857,-122.376,1520,5461
8477,343000,3,1,1,0,0,5,7,0,1960,0,47.5031,-122.152,1610,24941
8478,332000,3,2.5,1,0,0,3,7,260,1993,0,47.4852,-122.162,1700,7682
8479,945000,5,3.5,2,0,0,3,11,0,2003,0,47.5848,-121.969,4310,14633
8480,239950,3,1,1,0,0,5,6,0,1943,0,47.4768,-122.177,960,7200
8481,674000,5,1.75,1.5,0,0,4,7,860,1946,0,47.6745,-122.287,1720,5000
8482,200000,3,1,1,0,0,4,6,0,1967,0,47.4923,-122.165,1050,5200
8483,453000,3,1.75,1,0,0,3,8,0,1966,0,47.6293,-122.121,1970,8120
8484,330000,3,1.75,1,0,0,3,7,0,1950,0,47.7331,-122.299,1250,8154
8485,285000,4,2.5,2,0,0,3,7,0,2009,0,47.3365,-122.051,2180,5127
8486,338000,4,1.75,1,0,0,5,6,620,1948,0,47.7557,-122.328,1310,8152
8487,264950,2,1,1,0,0,3,6,0,1951,0,47.5208,-122.372,1250,6000
8488,880000,4,2,1,0,0,5,8,1180,1954,0,47.5705,-122.225,2960,12150
8489,209500,3,1.5,1,0,0,3,7,0,1976,0,47.5366,-122.359,1040,5488
