bathrooms,floors,waterfront,view,condition_3,condition_4,condition_5,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,basement,renovated,yr_built,sqft_living15,logSqftLot15
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1959,1850,9.0588195643
2.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1979,2390,11.118622824
2.5,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1912,3100,9.8097261727
1.75,1,1,4,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1939,2030,9.0369389126
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1948,770,9.0057732062
2,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,1900,10.49957302
2.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1976,2520,9.4779217727
1.75,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1954,2740,9.1362631686
1.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1954,2420,10.026324462
2.75,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1975,2040,9.1968497818
2.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1972,1780,9.0349149819
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1978,1450,8.9815559408
2.75,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,3080,8.8920616255
2.75,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1981,2900,9.662689066
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1949,2090,10.219829965
4,3,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1997,2080,7.7186854952
4,3,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1997,2080,7.7186854952
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1949,1310,8.3138522674
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1952,1570,9.0116455011
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1991,1850,8.881836305
2.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1977,2870,11.536309905
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1940,1710,8.5369958187
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1972,1090,8.268475389
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1967,1950,9.0117674746
2.5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1992,1410,9.058354015
1.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1984,1480,7.8754992924
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1991,2090,9.4466765171
1.75,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1934,1170,9.1638774976
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1941,1330,8.6833853663
2.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1965,2930,9.6842115127
2.25,1.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1939,1850,8.3428398043
1.5,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1980,1920,11.610106621
1.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1937,2160,8.518392472
1.75,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1948,2010,9.4830357021
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1959,2020,9.6890559418
1.75,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1947,1830,8.8956296271
4.25,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2006,3570,9.5989983618
1.5,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1946,1470,8.5369958187
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1997,2040,8.9489756078
2.25,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1979,2510,10.576967597
3.25,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2006,1830,8.5010638095
4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2000,3370,12.271129782
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1955,1430,9.1929907336
2.75,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1993,2060,8.709630082
2.25,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1997,1670,8.9873218129
2.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1979,2090,8.9871968207
1,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1966,2940,9.0380087492
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1948,1180,9.0105470693
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1977,1900,8.9483260463
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1980,1640,7.7142311448
2.25,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1996,2550,8.9424609268
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2006,1520,9.5962148303
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1993,2310,8.9883211883
1,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1920,980,8.4120548733
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1956,1590,8.979164649
2.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1974,2480,9.1977615898
1.75,1.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1976,1680,8.9024555922
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1984,1640,8.3663703017
3.25,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2005,1410,7.1332959549
2.5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1983,1480,9.0020854332
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1953,1300,9.3501023144
1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1907,1200,8.3236084423
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1953,1260,9.0185743564
1.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1968,1060,8.5762165319
4.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2001,4190,10.611744996
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1939,1300,8.4118326758
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1993,1530,9.1273934512
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1943,2190,11.375007322
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1999,2750,9.1962414476
1.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1975,1490,8.9024555922
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1926,1240,8.1881334145
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1958,1640,9.1695183775
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1997,3370,10.848365741
2.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1976,1610,8.9024555922
2.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1976,1610,8.9024555922
3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,2790,10.896998551
1,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1909,1240,8.4969904841
1.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1915,2070,8.1886891244
1.75,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1927,1320,8.9463748261
1.5,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1983,1480,11.113671031
3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2003,3610,8.9845683693
3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1992,2060,12.264987571
2.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1986,1290,9.1681632931
1,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1949,1920,9.11007795
2.75,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,3625,8.6371072881
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1991,1620,8.8980923456
1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1918,1580,8.2656501656
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1967,1460,8.9095055129
3.25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1969,3860,10.733566588
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1910,1260,8.9126079637
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1960,1790,9.3847977537
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1959,1510,8.9921843622
2.75,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,3200,8.5171931914
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1952,1320,9.146867949
3.25,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1979,3170,8.9908152662
2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1942,1190,8.7615501391
2.25,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,1580,10.920925938
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,1750,8.8779398347
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1946,1470,8.8223221775
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1946,1470,8.8223221775
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1958,1260,9.0055277773
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1924,1660,12.188880707
2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1987,1590,8.2493137463
2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,1560,7.4547199494
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1939,1620,9.0514618669
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1948,1620,8.2940496401
2.25,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1986,3130,10.913013586
4.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2001,1640,9.510667162
2.5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2005,1390,7.1123274447
2.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1985,1670,8.9394498622
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1909,2700,8.5941542326
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1946,1860,8.3138522674
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2004,2080,8.5369958187
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1940,1370,8.6362198978
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1959,2300,10.10781519
3,1.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1900,1280,7.1777824162
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1943,1070,8.7374525876
3.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,3310,8.5697856415
2.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1972,1750,8.6995147482
2.5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,1220,7.3434262291
2.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1969,4200,10.003966171
2.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1963,2140,9.1102990178
2.25,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,2180,9.3625463049
1.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2003,1370,7.1553963019
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,2320,8.5521741603
3.5,2.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,3370,8.7849276261
2.5,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1982,2590,10.634725
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1940,1520,8.9259860896
2.25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1979,2720,9.8143830775
2.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1988,1530,8.9474159507
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1958,1840,9.1098568334
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1959,1070,8.6894644124
2.75,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1967,2450,8.9522171018
2.25,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1977,2080,8.8832242303
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1954,1340,8.7061592909
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1990,1540,8.904630097
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,2150,8.9549318601
2.25,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1973,1610,9.4009607316
2,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1920,1620,8.2940496401
2.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1976,2190,9.2002900361
3.5,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1994,3300,9.2215770039
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1956,1100,8.9385316487
1.75,1.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1910,1140,8.2532276456
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1991,1630,8.6995147482
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1914,1240,8.4887937169
2.25,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1978,1620,8.9092352792
2.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1998,2100,9.1695183775
2.25,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1972,2400,9.277064004
3.25,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1906,1560,8.6388797097
1,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1912,1458,8.2321742364
3.25,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1953,2470,8.8150730888
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1955,1630,8.6143199021
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1923,1270,7.322510434
1,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1996,1746,11.423831922
2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2006,1510,8.4250779025
1.75,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1929,1610,8.1542126949
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1960,1350,8.9024555922
2.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1975,1960,9.3281234076
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1968,2450,10.163040176
3.25,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2003,3000,9.3054687171
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1956,1400,8.9618790127
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1957,1570,8.9921843622
4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1998,1760,8.8011684019
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1906,1410,8.5171931914
1.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1982,2270,8.23562572
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1979,2820,10.786242183
1.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1954,1880,8.5369958187
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2005,1770,7.7124438343
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1959,2420,9.6158054801
2,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1978,1500,8.5564139046
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,2340,8.7797112902
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1945,1210,8.7403367427
2.25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1976,2460,9.0904300753
2.5,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1960,2680,9.4529727759
4.25,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1996,3320,10.573007802
1,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1944,1290,8.794824928
2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1909,2260,8.4763711969
3.75,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1977,1830,8.541885804
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1940,1664,8.587278799
1.75,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1960,2400,10.170150258
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1949,1840,8.5758393868
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1977,1680,9.2267057261
2.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1983,2180,9.1025324193
2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1939,1720,8.6995147482
3.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1970,1620,8.5941542326
1.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1993,1290,7.4193805829
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1955,1630,8.8880668548
2.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1960,1940,9.2301429993
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1969,1580,9.1780237705
2.5,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1988,2530,9.4879721086
1,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1950,1720,9.0850038807
1.5,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1930,1220,8.5393459961
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1944,1450,8.9306264692
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1964,1590,9.1844069899
0.75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1924,1170,9.0774944586
2.5,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1983,2840,9.9870471456
2.25,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1930,1550,8.9395809667
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,2250,9.0585868167
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2003,2250,8.6948371587
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1981,1370,8.157083785
2.25,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1966,2210,9.1695183775
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1983,2160,8.9532521646
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2003,3020,9.2145315766
1.75,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1986,1900,8.7393762816
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1976,1690,8.5564139046
2.25,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1925,3850,9.0641578618
3.25,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1991,4170,10.084057576
2.5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1997,2310,9.0029471308
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1953,2170,9.3168602154
1.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1954,1300,8.8794724021
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1998,3220,8.8837788615
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1929,1220,8.6059364013
2.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1978,2140,9.0917820359
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1916,1290,7.6348206777
4,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1933,2890,8.5848518399
2.75,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2002,3080,8.794824928
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1952,1480,9.0052822882
2.5,1.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1969,3150,9.6513013158
3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2004,2620,8.6346206083
1.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1971,1830,9.1049798563
2.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1976,1920,9.1766801705
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,2910,8.576405051
2.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1984,1870,8.6550402581
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2001,2170,8.6157707548
1.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1955,2050,9.2897982933
2.5,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1964,3770,9.8797070239
2.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1987,1680,10.465756959
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1962,1310,9.1913614054
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1948,1550,8.8389867935
1.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2007,1470,7.5416830999
1,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1921,1150,8.9059867652
1.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1956,1750,8.9618790127
2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1951,850,8.5171931914
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1948,1130,8.8246778912
3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,3568,9.849453664
2.75,3,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1974,2820,8.5171931914
1.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1971,2590,9.0825070005
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,2540,8.3857168286
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1968,1870,9.0416850059
2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1964,1900,9.0167556229
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,3210,8.7003477345
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,3060,9.9575495106
2.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1965,1770,9.3281234076
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1947,2590,9.1598888285
1.75,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1950,1800,8.8436150922
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1912,1890,8.4116104288
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1955,1610,9.4727046364
3.5,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2003,2340,9.3534012148
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1929,1590,8.5171931914
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1992,1760,8.0971219309
1.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1959,1350,9.2480214389
2.75,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1967,2490,9.2023082003
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,1780,8.8047752589
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1909,1340,8.229511119
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1908,2010,8.6269440554
2,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1953,2050,8.1619457995
3.25,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1976,3690,9.6158054801
2,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1989,1790,8.773229786
1.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1981,1560,8.9618790127
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1969,1870,9.1164691564
2.5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1989,2450,9.4073042055
1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1948,1990,9.6158054801
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1967,1460,8.9758830608
2.25,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1957,2240,9.0825070005
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1959,2090,9.0625361772
1,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1919,1340,8.355850041
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2001,2580,8.8512339028
3.25,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1991,3590,9.2826610336
1.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1951,2060,8.6995147482
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1918,1280,9.006999448
1.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1966,1510,8.9306264692
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,2390,8.3270007402
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1978,2670,10.48170076
1.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1984,2660,9.2873014131
2.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1975,2460,10.745722619
2.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1986,3150,10.487935316
